,index,URL,Date,Tweet,ID,Username,Replies,Reetweets,Likes,Quotes,conversationId,Language,Links,Media,Retweeted Tweet,Bookmarks
10,15459,https://twitter.com/OWkaya2024/status/1656536837425614849,2023-05-11 05:48:53+00:00,@bankbsi_id Min ini bsi blum bisa2 gimana ya,1656536837425614849,OWkaya2024,1,0,0,0,1655807602104872960,in,,,,0
11,5038,https://twitter.com/HasyimJuventin1/status/1657654673850126337,2023-05-14 07:50:46+00:00,"@bankbsi_id min, tadi malam Gua GAGAL TRANSFER tapi SALDO TERPOTONG via BSI Mobile, di telepon Call Centre gak angkat juga, parah lu min, uda email gak dibalas",1657654673850126337,HasyimJuventin1,2,1,0,1,1657654673850126337,in,,,,0
12,11353,https://twitter.com/DerisDedeRiska1/status/1657001561535692801,2023-05-12 12:35:32+00:00,@bankbsi_id Masih gak bisa deh perasaan sampe sekarang saya coba..,1657001561535692801,DerisDedeRiska1,0,0,0,0,1656869834557378560,in,,,,0
13,10825,https://twitter.com/bvugenvil/status/1657204579183001600,2023-05-13 02:02:15+00:00,"@syubidoobidoo @bankbsi_id ka, kayanya kalau topup ewallet bsi mobile masih terus pemulihan, kalau urgent bisa ke atm aja ka",1657204579183001600,bvugenvil,0,0,0,0,1657008377392934912,in,,,,0
14,13217,https://twitter.com/di_islmyt/status/1656783671058382848,2023-05-11 22:09:43+00:00,"@bankbsi_id Ini gimanasi sampai hari ini transaksi lewat mbanking masih belum bisa, udah 5 hari kelewatan banget ya ini bank",1656783671058382848,di_islmyt,1,0,1,0,1655777758180708355,in,,,,0
15,17653,https://twitter.com/endearingtyong/status/1656444131689009152,2023-05-10 23:40:30+00:00,Bsi error mau sampai kapan? Duitku disitu semua. Pegangan menipis 😭 @bankbsi_id,1656444131689009152,endearingtyong,1,0,3,0,1656444131689009152,in,,,,0
16,17228,https://twitter.com/laafitri/status/1656467240106221568,2023-05-11 01:12:20+00:00,"@belindch @bankbsi_id Semoga lekas membaik, aamiin...",1656467240106221568,laafitri,1,0,0,0,1656446188001058816,in,,,,0
17,16329,https://twitter.com/DewaRcb/status/1656503121806524421,2023-05-11 03:34:55+00:00,@ekkoyul @bankbsi_id Pindah bank aja. Payah banget,1656503121806524421,DewaRcb,0,0,0,0,1656498511612112896,in,,,,0
18,1121,https://twitter.com/nugiharto/status/1658477794039574533,2023-05-16 14:21:33+00:00,"Saya paham semua bank beresiko trhdp serangan cyber, kebetulan BSI apes. Saya rasa dan seharusnya ini kejadian terakhir. Dan sbg bank besar, BSI harusnya bisa menanggulangi kjadian agar tdk terjadi kelumpuhan sistem sampai 4 hari seperti kmrin.",1658477794039574533,nugiharto,0,0,0,0,1658477794039574533,in,,,,0
19,696,https://twitter.com/human24hours/status/1658661037934260224,2023-05-17 02:29:42+00:00,@hilwafatihah @bankbsi_id Ih sama kak mau transfer ga bisa terus,1658661037934260224,human24hours,0,0,0,0,1658634424966344704,in,,,,0
20,18980,https://twitter.com/gurugyatso/status/1656287996935827458,2023-05-10 13:20:05+00:00,@mrbudimn @bankbsi_id Padahal payroll bukan bca juga 😒😒😒,1656287996935827458,gurugyatso,1,0,0,0,1656241484390346752,in,,,,0
21,10617,https://twitter.com/bloodmoonrsg/status/1657214491355136000,2023-05-13 02:41:38+00:00,@fanirossa29 @rahayuririnn @bankbsi_id wkwkwkw yang penting syariah masuk surga,1657214491355136000,bloodmoonrsg,0,0,0,0,1655777758180708355,in,,,,0
22,22600,https://twitter.com/TeeDePee/status/1655983083458547712,2023-05-09 17:08:28+00:00,@suspiciouscode @bankbsi_id Jadi cem mana juga broda..?,1655983083458547712,TeeDePee,0,0,0,0,1655860100010229766,in,,,,0
23,17294,https://twitter.com/Alarsszz/status/1656464920601587714,2023-05-11 01:03:07+00:00,@resthir @bankbsi_id Kena ransomware walau bsi belum release apapun 😭😭😭,1656464920601587714,Alarsszz,1,0,0,0,1656457586777165824,in,,,,0
24,16540,https://twitter.com/farididoev/status/1656494210999287808,2023-05-11 02:59:30+00:00,Akun penipu. Hati2 nasabah @bankbsi_id https://t.co/o8ZAA3iDSE,1656494210999287808,farididoev,0,0,0,0,1656491664792522752,in,,https://pbs.twimg.com/media/Fv0MtLiaIAAl1V3?format=jpg&name=orig,,0
25,18427,https://twitter.com/auliaviation1/status/1656311155156205569,2023-05-10 14:52:06+00:00,"@Piiaannk @bankbsi_id gila bener ini bank, sudah ntah berapa banyak orang yg udah di dzholim-in kalian!",1656311155156205569,auliaviation1,0,0,0,0,1656285415752728577,in,,,,0
26,8208,https://twitter.com/sagaeprilian/status/1657352335650349056,2023-05-13 11:49:23+00:00,@apibesarkonoha @bankbsi_id Berarti pihak IT nya BSI nge click link jebakan gitu ya bang?,1657352335650349056,sagaeprilian,1,0,0,0,1657346196548239360,in,,,,0
27,9202,https://twitter.com/momogiiw/status/1657283681873186816,2023-05-13 07:16:35+00:00,"@secgron @bankbsi_id Kalo case gw, kemarin ada temen mau take over cabut berkas dari BSI dibilang offline krn prioritas mereka lagi pelayanan buat haji.... Mampus aja lu",1657283681873186816,momogiiw,0,0,0,0,1657192354829451264,in,,,,0
28,6797,https://twitter.com/viyza16/status/1657440807883005953,2023-05-13 17:40:57+00:00,"@hafizhfach @bankbsi_id Sama ka, aku juga bgtu",1657440807883005953,viyza16,0,0,0,0,1657434992006553601,in,,,,0
29,3398,https://twitter.com/SatriadiAdi17/status/1658047532591906816,2023-05-15 09:51:51+00:00,"@bankbsi_id Tolong pak @erickthohir,@AryaSinulingga,dipercepat penyelesaiannya sangat menghambat",1658047532591906816,SatriadiAdi17,2,0,0,1,1651836194463051776,in,,,,0
30,7639,https://twitter.com/AsepSaefullah46/status/1657381158668345344,2023-05-13 13:43:55+00:00,@bankbsi_id Ganguan lagi aja ni BSI,1657381158668345344,AsepSaefullah46,0,0,0,0,1657346196548239360,in,,,,0
31,9640,https://twitter.com/DudyRudianto/status/1657262415325831171,2023-05-13 05:52:04+00:00,"@paijodirajo @bankbsi_id Ada alasan @bankbsi_id tidak membayar tebusan, tidak ada jaminan bahwa data kembali. Salah satu client kami pernah menempuh cara bayar tebusan dan data tak balik juga",1657262415325831171,DudyRudianto,5,15,123,5,1657184368564002817,in,,,,1
32,3911,https://twitter.com/uusortegas/status/1657954902763790338,2023-05-15 03:43:46+00:00,"@RochmatPurwanto @bankbsi_id @bank_indonesia begitu aja...lemah sekali...harusnya bsi bantu korban dg bantu mengadukan ke pihak yg berwenang atau bantu kejar lagi rekening penerimanya, dimana rasa tanggung jawabnya",1657954902763790338,uusortegas,1,0,0,0,1657217322447425538,in,,,,0
33,16019,https://twitter.com/ires_chancoball/status/1656514501628563457,2023-05-11 04:20:08+00:00,"ini bsi mobile emang begini, apa aku aja??
@bankbsi_id https://t.co/KSXNBOVnUI",1656514501628563457,ires_chancoball,2,0,1,0,1656514501628563457,in,,https://pbs.twimg.com/media/Fv0fKGRagAQFuPk?format=jpg&name=orig,,0
34,7447,https://twitter.com/demaulan_/status/1657390469876449280,2023-05-13 14:20:55+00:00,"@paijodirajo @bankbsi_id Kcuali hacker jadi2an
😂😂😂",1657390469876449280,demaulan_,0,0,0,0,1657184368564002817,in,,,,0
35,13351,https://twitter.com/BiaggyA/status/1656700837408956417,2023-05-11 16:40:34+00:00,@bankbsi_id @kuahcotoenak @BigAlphaID pindah rekening...,1656700837408956417,BiaggyA,0,0,0,0,1656632873045327873,in,,,,0
36,19483,https://twitter.com/big_muda/status/1656267325811875841,2023-05-10 11:57:57+00:00,"@bankbsi_id Kembali aja ke bank masing"" gak perlu dilebur jadi satu..malah kayak gini ,udah 2 hari mbanking gak bida diakses",1656267325811875841,big_muda,0,0,0,0,1655767615644778496,in,,,,0
37,16101,https://twitter.com/gitamadha/status/1656511768922034176,2023-05-11 04:09:16+00:00,"@TangTingThunK @bankbsi_id mari kita bergandengan tangan, menguatkan diri",1656511768922034176,gitamadha,1,0,0,0,1656510609578676225,in,,,,0
38,5930,https://twitter.com/diamondslvr_/status/1657555710010601472,2023-05-14 01:17:31+00:00,"@bankbsi_id ditunggu pernyataan resminya, mau sampai kapan eror?&amp; kenapa uang orang2 rekening BSI berhasil hilang tapi uang ngga masuk ke rekening tujuan, sekian.",1657555710010601472,diamondslvr_,2,0,1,1,1657555710010601472,in,,,,0
39,2879,https://twitter.com/awrsxx/status/1658300698008883200,2023-05-16 02:37:50+00:00,@zarezarezareza @kurapikawifee Ini bsi aja apa semua bank bumn yaa huhu takuttt,1658300698008883200,awrsxx,1,0,0,0,1658261961262653441,in,,,,0
40,9605,https://twitter.com/muslimtabahw/status/1657263606009044992,2023-05-13 05:56:48+00:00,"@IkhoRahmandani @paijodirajo @bankbsi_id Allaahu akbar, Allaahul musta'an..",1657263606009044992,muslimtabahw,0,0,0,0,1657184368564002817,in,,,,0
41,18630,https://twitter.com/mareoley/status/1656302295741796353,2023-05-10 14:16:54+00:00,"@bankbsi_id Yang masih blm bisa coba refresh trs deh, di gw aman soalnya",1656302295741796353,mareoley,0,0,0,0,1655767615644778496,in,,,,0
42,11381,https://twitter.com/Paltiwest/status/1656997043284623360,2023-05-12 12:17:35+00:00,"Meski sempat hadapi eror ternyata kinerja Bank BSI tetap tokcer..

Mobile Banking Sempat Eror, Bank Syariah Indonesia: Pelunasan Biaya 95 Persen Calon Haji Aman
 
https://t.co/8xhJRfjY2X",1656997043284623360,Paltiwest,1,23,40,1,1656997043284623360,in,https://m.tribunnews.com/bisnis/2023/05/12/mobile-banking-sempat-eror-bank-syariah-indonesia-pelunasan-biaya-95-persen-calon-haji-aman,,,1
43,2701,https://twitter.com/m4s4g03s/status/1658317620393943042,2023-05-16 03:45:05+00:00,"@mawakresna Belum. Saya nasabah sejak BSM, BRIS &amp; BNIS. Gimana ini @bankbsi_id ?

Mau ganti password &amp; pin jg msh ngeri soalnya masih ada yg katanya top up tp duitnya blm masuk².",1658317620393943042,m4s4g03s,1,0,0,0,1658316367836381185,in,,,,0
44,19145,https://twitter.com/routxine/status/1656281127781564416,2023-05-10 12:52:47+00:00,"@Fnmuzaqi @bankbsi_id tadi saya sempet tarik tunai sih di atm, gak ada kendala cuma emang ngantri ajaa. atau coba telpon cs ajaaa sebelum ke kc",1656281127781564416,routxine,0,0,0,0,1655802628792786944,in,,,,0
45,2589,https://twitter.com/arioayik/status/1658327079577083904,2023-05-16 04:22:40+00:00,Wih I ❤️ @bankbsi_id,1658327079577083904,arioayik,0,0,0,0,1658327079577083904,in,,,,0
46,14806,https://twitter.com/conjvert/status/1656571177073274881,2023-05-11 08:05:20+00:00,"@nyawwwkyut1 @bankbsi_id berangsur pulih tapi traffic masih tinggi aku juga masih cek secara berkala ka bsi mobile nya. btw ada akun palsu dibawah, akun official BSI cuma @bankbsi_id
yaa",1656571177073274881,conjvert,1,0,0,0,1656534887686610945,in,,,,0
47,18287,https://twitter.com/akbarzamzami_/status/1656319689923112960,2023-05-10 15:26:01+00:00,"anak kost, cardless, cuman punya 1 bank, hampir mati konyol 4 hari ga bisa ngapa'in.

terima kasih banyak BSI!",1656319689923112960,akbarzamzami_,2,1,0,0,1656319689923112960,in,,,,0
48,12132,https://twitter.com/theiconomic/status/1656908101877104640,2023-05-12 06:24:10+00:00,"Layanan perbankan PT Bank Syariah Indonesia Tbk (BSI) pada Kamis (11/5/2023), telah kembali normal, baik di kantor cabang, mesin anjungan tunai mandiri (ATM) maupun mobile banking sehingga dapat digunakan oleh nasabah untuk bertransaksi.
Selengkapnya
https://t.co/BPmyYNdikM",1656908101877104640,theiconomic,0,0,0,0,1656908101877104640,in,https://www.theiconomics.com/art-of-execution/alami-gangguan-sejak-awal-pekan-ini-layanan-perbankan-bsi-dilaporkan-kembali-normal/,,,0
49,11195,https://twitter.com/Shiro14094163/status/1657043369904971776,2023-05-12 15:21:40+00:00,"@bankbsi_id Saya tadi siang mau aktifasi mobile banking ke bsi tomang elok Medan,tapi katanya belum bisa dg alasan saya menggunakan aplikasi baru (download baru).",1657043369904971776,Shiro14094163,1,0,0,0,1656869834557378560,in,,,,0
50,13282,https://twitter.com/HiburanMid27867/status/1656728760153161730,2023-05-11 18:31:31+00:00,"@ircboy @bankbsi_id Produk qanun lain bahasan, 
yang dimasalahkan disini pelayanan BSI. Masak udah jadi penguasa tunggal pelayanannya masih buruk 😆😆😆😆
Sering pula tuh 🤣🤣🤣🤣",1656728760153161730,HiburanMid27867,2,0,0,0,1656632873045327873,in,,,,0
51,22848,https://twitter.com/_fajarprasetyo/status/1655942803728523265,2023-05-09 14:28:24+00:00,sekelas BSI masih bisa jebol juga ya.. bank syariah terbesar di Indonesia padahal 😅,1655942803728523265,_fajarprasetyo,0,1,0,0,1655942803728523265,in,,,,0
52,17137,https://twitter.com/pantadandang/status/1656470436052635648,2023-05-11 01:25:02+00:00,"@bankbsi_id bagaimana ini sudah 4 hari tidak bisa diakses. Apa kompensasi buat kami nasabah? Saya pelaku bisnis, dan butuh transaksi online tiap saat. Solusi pergi ke atm atau cabang terdekat bukan pilihan. ga pantas disebut bank nasional kalo busuk seperti ini!!!!",1656470436052635648,pantadandang,0,0,0,0,1656470436052635648,in,,,,0
53,13216,https://twitter.com/kudew86/status/1656784228959539201,2023-05-11 22:11:56+00:00,@AhmadGozali @bankbsi_id Tp alhamdulillah barusan udah bisa transfer. Cuma top up ovo dkk blm bisa.,1656784228959539201,kudew86,0,1,0,0,1656582694967590914,in,,,,0
54,10145,https://twitter.com/xyzxyzra/status/1657237483942449153,2023-05-13 04:13:00+00:00,@Amanda138853621 @darkiemin @secgron @bankbsi_id repliesnyaaaa njir,1657237483942449153,xyzxyzra,0,0,0,0,1657192354829451264,in,,,,0
55,11909,https://twitter.com/firdageorge/status/1656932255686877186,2023-05-12 08:00:08+00:00,Haduh haduh kemarin mbankingnya @bankbsi_id yg trouble sekarang mbanking @HaloBCA pun trouble. Mau gunain mbanking malah disuruh registrasi ulang di ATM. Troublenya mesti bgt gantian begini dah🤦🏻‍♀️🤦🏻‍♀️ https://t.co/RB9KIVqVMJ,1656932255686877186,firdageorge,19,0,0,5,1656932255686877186,in,,https://pbs.twimg.com/media/Fv6bGyEacAEzwX-?format=jpg&name=orig,,0
56,17500,https://twitter.com/AsepAfifi/status/1656454702371078144,2023-05-11 00:22:31+00:00,Morning Bangun tidur cek Mobile  @bankbsi_id #BSIeror lagi #hadehh https://t.co/ru3fW86BER,1656454702371078144,AsepAfifi,5,0,0,0,1656454702371078144,in,,https://pbs.twimg.com/media/FvzoxfeakAAE-ZX?format=jpg&name=orig,,0
57,12732,https://twitter.com/isrofilalfajar/status/1656858900673753089,2023-05-12 03:08:39+00:00,"@bankbsi_id Kapan ya ini bisa transaksi lagi menggunakan BSI mobile, pasti banyak nasabah yang kecewa.",1656858900673753089,isrofilalfajar,2,1,0,0,1656632873045327873,in,,,,0
58,2592,https://twitter.com/elinotes_com/status/1658326606774173696,2023-05-16 04:20:47+00:00,@PartaiSocmed @bankbsi_id Saya nonton ini 3x24 jam hampir mustahil untuk melakukan forensik kebocoran data. https://t.co/W53SJR4UYc,1658326606774173696,elinotes_com,2,1,24,0,1658308634147799045,in,,https://pbs.twimg.com/media/FwOPQbjaYAEbggU?format=jpg&name=orig,,3
59,13761,https://twitter.com/radikaisme/status/1656648757021405186,2023-05-11 13:13:37+00:00,@_lamkakmal @bankbsi_id sudaah mass td maghrib,1656648757021405186,radikaisme,1,0,0,0,1656482055289720833,in,,,,0
60,22487,https://twitter.com/AhmadGozali/status/1656060366269591553,2023-05-09 22:15:34+00:00,"Memasuki hari ketiga #bsierror 

- cek saldo sudah bisa
- bayar Hasanah Card belum bisa

Saya nggak terima kalau kena denda karena kesalahan @bankbsi_id ya...",1656060366269591553,AhmadGozali,4,2,7,0,1656060366269591553,in,,,,0
61,20819,https://twitter.com/fzorgive/status/1656206251045552129,2023-05-10 07:55:15+00:00,"@gafur_q @bankbsi_id saran ku coba ke cs ka, di kc terdekat",1656206251045552129,fzorgive,0,0,1,0,1656185630513315840,in,,,,0
62,15114,https://twitter.com/YunartiYuna/status/1656554766938550275,2023-05-11 07:00:08+00:00,"@Hariskelana1 @erickthohir @bankbsi_id Barusan tarik tunai d BCA , bisa saya bang, coba bang jgn tartun d bsi",1656554766938550275,YunartiYuna,2,0,0,0,1656550976252440576,in,,,,0
63,14715,https://twitter.com/luckystay__/status/1656578506548187139,2023-05-11 08:34:28+00:00,@uncaay @bankbsi_id Udah bisa tf atau topup ewallet bekum ka? Yg aku belum bisa huhu,1656578506548187139,luckystay__,2,0,0,0,1656578333122125824,in,,,,0
64,2754,https://twitter.com/dimas_aldrian/status/1658312860672626690,2023-05-16 03:26:10+00:00,"Negoisasi dibiarkan. BSI data di publish. Kyknya memang social engineering.

@bankbsi_id https://t.co/vidjbRD7Xu",1658312860672626690,dimas_aldrian,1,1,1,1,1658312860672626690,in,,https://pbs.twimg.com/media/FwOCjFwakAIBqfl?format=jpg&name=orig,,1
65,23321,https://twitter.com/jbucos/status/1655912238157561859,2023-05-09 12:26:57+00:00,@bankbsi_id Nyusahin org itu dzolim.. gk didoain jg balasan nya Auto. Default hukum Alloh gitu. Dmn berkah nya coba,1655912238157561859,jbucos,0,0,1,0,1655888115809259521,in,,,,0
66,18896,https://twitter.com/alfitricici/status/1656290912161636355,2023-05-10 13:31:40+00:00,"@SitiRoh93104786 @bankbsi_id Bener kak. Mau transaksi apapun ga bisa. Ini pulih bertahap gimana ya BSI? Sampai detik ini ga bisa akses apa2 di mobile banking. Ke ATM di Jakarta loh ini, atm nya offline. Gimana dong ini? https://t.co/ojWiMd7UVt",1656290912161636355,alfitricici,0,0,1,0,1655777758180708355,in,,https://pbs.twimg.com/media/FvxTzlxaIAAbb9O?format=jpg&name=orig,,1
67,15909,https://twitter.com/bodoamatcapek/status/1656519147344498688,2023-05-11 04:38:36+00:00,@bankbsi_id Mobile Bankingnya dong kakkk aku belum aktivasi kartu atm. Mana bisa dipakai kalau gini caranya udah mobile banking gak bisa kartunya juga g bisa dipakai :'),1656519147344498688,bodoamatcapek,5,0,0,2,1655807602104872960,in,,,,0
68,11829,https://twitter.com/erpopt/status/1656944124732518400,2023-05-12 08:47:18+00:00,@brsenang321 @bankbsi_id Mbanking nya udh bisa ko itu ka,1656944124732518400,erpopt,0,0,0,0,1656127510239907840,in,,,,0
69,13329,https://twitter.com/dipsugaring/status/1656704635930050561,2023-05-11 16:55:39+00:00,@bankbsi_id Telah pulih darimana sih... Hari ketiga detik ini masi gini terus https://t.co/3DtfpeNvkU,1656704635930050561,dipsugaring,0,0,0,0,1656632873045327873,in,,https://pbs.twimg.com/media/Fv3MFjKaYAAgGhL?format=jpg&name=orig,,0
70,3524,https://twitter.com/gabolehkosonggg/status/1658013966986248193,2023-05-15 07:38:28+00:00,@bankbsi_id cek DM!,1658013966986248193,gabolehkosonggg,1,0,0,1,1658013966986248193,tr,,,,0
71,862,https://twitter.com/BloombergTZ/status/1658633318412455937,2023-05-17 00:39:33+00:00,OJK Respon Peretasan Data Nasabah Bank BSI yang Sudah Tersebar https://t.co/zk2vN1z1ub,1658633318412455937,BloombergTZ,0,0,0,0,1658633318412455937,in,http://dlvr.it/Sp8GSw,,,0
72,21196,https://twitter.com/triyanto277/status/1656182572408508420,2023-05-10 06:21:10+00:00,@bankbsi_id @defikaaufa Dri kemaren ngomong begini terus..bukan nya kasih solusi atau kasih keterangan yang jelas..,1656182572408508420,triyanto277,0,0,0,0,1655777758180708355,in,,,,0
73,20126,https://twitter.com/JoDi33317705/status/1656243303199940608,2023-05-10 10:22:29+00:00,@bankbsi_id Alhamdulillah mbanking maintenance up to 48 jam,1656243303199940608,JoDi33317705,0,0,0,0,1655807602104872960,in,,,,0
74,18176,https://twitter.com/ginapurnama__/status/1656330019332050944,2023-05-10 16:07:04+00:00,Serius tanya ini Bank BSI kapan NORMAL nya? Di dompet tinggal 17rb doang. Besok mau pergi ga punya uang 🤧😭,1656330019332050944,ginapurnama__,0,0,0,0,1656330019332050944,in,,,,0
75,12656,https://twitter.com/WargaBetawie/status/1656866752167546880,2023-05-12 03:39:51+00:00,"@eDzulfikar @bankbsi_id Kalo ada denda keterlambatan sperti yang antum sampaikan, sudah jelas RIBA. https://t.co/HvRjskIQCn",1656866752167546880,WargaBetawie,1,0,0,0,1553744846430433280,in,,https://pbs.twimg.com/media/Fv5fhuBaMAA-sxQ?format=jpg&name=orig,,0
76,15234,https://twitter.com/essymaharani/status/1656548840483491845,2023-05-11 06:36:35+00:00,@jhopedarling @bankbsi_id @AlbertSolo2 @Ukhtinaanindita soalnya mobile aku sama sekali gabisa ngapa2in huhu,1656548840483491845,essymaharani,1,1,0,0,1655523893275406336,in,,,,0
77,14629,https://twitter.com/NisaFathu/status/1656583864016596992,2023-05-11 08:55:45+00:00,@bankbsi_id @andrianrpratama Udah bisa nih,1656583864016596992,NisaFathu,1,0,0,0,1656527901469347848,in,,,,0
78,23937,https://twitter.com/Pesendiritrs/status/1655886015062761478,2023-05-09 10:42:45+00:00,"@bankbsi_id Sampe detik ini m-banking bsi blm bisa di pake masih eror, tolong estimasi kapan bisa di gunain. ATM juga gabisa padahal tinggal di jakarta loh",1655886015062761478,Pesendiritrs,3,0,1,0,1655777758180708355,in,,,,0
79,11549,https://twitter.com/ferrdihidayat/status/1656978779846356993,2023-05-12 11:05:00+00:00,@bankbsi_id Bayar berapa M min?,1656978779846356993,ferrdihidayat,0,0,0,0,1656632873045327873,in,,,,0
80,7805,https://twitter.com/rfsofian_/status/1657375821252927488,2023-05-13 13:22:42+00:00,@bankbsi_id cek dm ya kak..,1657375821252927488,rfsofian_,0,0,0,0,1657375821252927488,in,,,,0
81,2699,https://twitter.com/adejoon/status/1658317754959794177,2023-05-16 03:45:37+00:00,"@PartaiSocmed @bankbsi_id Iya gugat aja, selain untuk kompensasi nabasah terdampak yg dirugikan jg buat perbaikan keamanan sistem IT perbankan di negara ini, jd bank2 tuh ga cuma melulu ngejar bottom line nya tp jg harus benar2 memberikan rasa aman buat nasabahnya spt yg sdh diamanatkan dalam UU",1658317754959794177,adejoon,1,0,0,0,1658308634147799045,in,,,,0
82,12968,https://twitter.com/dewisuci/status/1656831402833485824,2023-05-12 01:19:23+00:00,"@rudiantoselalu @bankbsi_id Belon kalii yak, tp mayan lah drpd zonk 4 hari, moga aj hari nie dh normal semua nya, aamiin",1656831402833485824,dewisuci,0,0,0,0,1656795447967744000,in,,,,0
83,11985,https://twitter.com/Annisay810/status/1656921657846661121,2023-05-12 07:18:02+00:00,@ayvsjia @david_gliath @bankbsi_id Sebelumnya di uninstall ga kak? Klo saya di uninstall dlu jdi harus aktivasi lgi dan ga bisa 😪,1656921657846661121,Annisay810,0,0,0,1,1656869834557378560,in,,,,0
84,22276,https://twitter.com/Lactoba07/status/1656091215023177729,2023-05-10 00:18:09+00:00,@bankbsi_id Fix gk akan pake bsi lagi,1656091215023177729,Lactoba07,0,0,0,0,1655807602104872960,in,,,,0
85,534,https://twitter.com/dnribble/status/1658694019856347136,2023-05-17 04:40:46+00:00,@XrGrey1 @bankbsi_id menurutku pastiin juga jaringannya stabil kak,1658694019856347136,dnribble,0,0,0,0,1655777758180708355,in,,,,0
86,5617,https://twitter.com/fajaronline/status/1657578640371249152,2023-05-14 02:48:38+00:00,"Selain Bank BSI, Ini Perusahaan Dunia yang Diretas LockBit dan Tolak Bayar Tebusan https://t.co/4JywALcC29 #hackare #LockBit #LockBitMintaTebusan #Ransomware",1657578640371249152,fajaronline,0,0,0,0,1657578640371249152,in,https://fajar.co.id/2023/05/14/selain-bank-bsi-ini-perusahaan-dunia-yang-diretas-lockbit-dan-tolak-bayar-tebusan/,,,0
87,3038,https://twitter.com/Petualang______/status/1658278076130947072,2023-05-16 01:07:57+00:00,@striowibowo @bankbsi_id Sepertinya @bankbsi_id  akan ditinggalkan banyak nasabahnya kalau begini terus,1658278076130947072,Petualang______,0,0,0,0,1657901848916017152,in,,,,0
88,16105,https://twitter.com/pramadhiyaswd/status/1656511689851019264,2023-05-11 04:08:58+00:00,@ridwanhr Begimane ini @bankbsi_id 😭,1656511689851019264,pramadhiyaswd,0,0,0,0,1656510739283337217,in,,,,0
